13576	66279	0
13576	8437	0
13576	2977	0
13576	10830	0
13576	9947	0
13576	42155	0
13576	10354	0
13576	7298	0
13577	7995	0
13577	70101	0
13577	42155	0
13577	10861	0
13577	66275	0
13577	7725	0
13577	3091	0
13577	13283	0
13577	9410	0
13577	48174	0
13578	66279	0
13578	8269	0
13578	12422	0
13578	290	0
13578	42155	0
13578	7730	0
13578	10353	0
13578	10360	0
13578	6339	0
13578	125	0
13579	66279	0
13579	9409	0
13579	8269	0
13579	12417	0
13579	5386	0
13579	9385	0
13579	42155	0
13579	10354	0
13579	12997	0
13579	9564	0
13579	2103	0
13580	45822	0
13580	10358	0
13580	13156	0
13580	46621	0
13580	2795	0
13580	4733	0
13580	7630	0
13580	42155	0
13580	7216	0
13580	13403	0
13580	7215	0
13580	57866	0
13580	12485	0
13580	11532	0
13580	13397	0
13580	12997	0
13580	10359	0
13581	3956	0
13581	9409	0
13581	2981	0
13581	214	0
13581	9437	0
13581	4980	0
13581	6699	0
13581	8696	0
13581	2161	0
13581	42159	0
13581	56698	0
13582	9409	0
13582	2981	0
13582	10830	0
13582	5386	0
13582	12268	0
13582	42159	0
13582	56698	0
13582	2139	0
13583	63654	0
13583	61269	0
13583	5563	0
13583	9421	0
13583	6622	0
13583	11510	0
13583	6059	0
13583	10130	0
13583	42159	0
13583	10110	0
13584	59483	0
13584	11056	0
13584	59167	0
13584	9421	0
13584	5467	0
13584	42159	0
13584	6915	0
13585	7032	0
13585	8003	0
13585	7933	0
13585	66550	0
13585	46444	0
13585	42159	0
13585	8906	0
13585	12586	0
13586	53766	0
13586	7632	0
13586	7940	0
13586	7933	0
13586	4440	0
13586	290	0
13586	12997	0
13586	50571	0
13586	42159	0
13586	9046	0
13586	13144	0
13586	3297	0
13587	7527	0
13587	3534	0
13587	13000	0
13587	13403	0
13587	2451	0
13587	42159	0
13587	57228	0
13588	2613	0
13588	10612	0
13588	7683	0
13588	13403	0
13588	13272	0
13588	11508	0
13588	68257	0
13588	8689	0
13588	42152	0
13588	13200	0
13588	9421	0
13588	11510	0
13588	10658	0
13588	11161	0
13588	7084	0
13588	6850	0
13588	10864	0
13589	3360	0
13589	8269	0
13589	3537	0
13589	53347	0
13589	45570	0
13589	11510	0
13589	10104	0
13589	42152	0
13589	8566	0
13589	152	0
13589	8014	0
13589	796	0
13590	10612	0
13590	8269	0
13590	8689	0
13590	7940	0
13590	42152	0
13590	964	0
13590	12997	0
13590	3297	0
13590	5908	0
13590	10615	0
13591	56908	0
13591	42152	0
13591	8269	0
13591	3537	0
13591	6810	0
13591	795	0
13591	2795	0
13591	7933	0
13591	98	0
13591	8566	0
13591	3089	0
13591	4218	0
13591	58283	0
13591	8902	0
13591	48174	0
13592	42152	0
13592	10830	0
13592	2980	0
13592	818	0
13592	6815	0
13592	2306	0
13592	13397	0
13592	11161	0
13593	42152	0
13593	3537	0
13593	6812	0
13593	1835	0
13593	792	0
13593	218	0
13593	10824	0
13593	12182	0
13593	12672	0
13593	8339	0
13593	2972	0
13593	12666	0
13593	62391	0
13593	2971	0
13593	9410	0
13594	6875	0
13594	42152	0
13594	12997	0
13594	2537	0
13594	791	0
13594	60424	0
13594	7558	0
13594	3297	0
13595	2453	0
13595	42152	0
13595	43774	0
13595	10868	0
13595	11508	0
13595	12994	0
13595	4980	0
13595	9421	0
13595	3098	0
13595	55832	0
13595	55833	0
13595	5908	0
13596	42152	0
13596	3537	0
13596	791	0
13596	60424	0
13596	4833	0
13596	9796	0
13596	3297	0
13597	42152	0
13597	7933	0
13597	9852	0
13597	10489	0
13597	13000	0
13597	9410	0
13597	13403	0
13597	11539	0
13597	407	0
13597	6339	0
13597	10108	0
13598	42152	0
13598	3537	0
13598	10461	0
13598	4113	0
13598	2044	0
13598	4980	0
13598	47252	0
13598	3332	0
13598	11161	0
13598	10108	0
13598	11187	0
13599	42155	0
13599	8269	0
13599	10923	0
13599	52383	0
13599	8339	0
13599	4461	0
13599	12253	0
13599	8160	0
13599	11161	0
13600	42155	0
13600	9409	0
13600	8269	0
13600	4558	0
13600	7386	0
13600	12529	0
13600	10824	0
13600	9421	0
13600	13403	0
13600	5651	0
13600	718	0
13600	5073	0
13600	10135	0
13600	59095	0
13601	2087	0
13601	960	0
13601	7940	0
13601	6280	0
13601	42155	0
13601	6279	0
13601	13403	0
13601	6927	0
13601	56510	0
13601	2127	0
13601	11510	0
13601	54685	0
13601	7298	0
13602	42155	0
13602	605	0
13602	1588	0
13602	8436	0
13602	7940	0
13602	10868	0
13602	1771	0
13602	3795	0
13602	9421	0
13602	4983	0
13602	4951	0
13602	13397	0
13602	10108	0
13603	2334	0
13603	8269	0
13603	12994	0
13603	7935	0
13603	3540	0
13603	10223	0
13603	2999	0
13603	42155	0
13603	6288	0
13603	65740	0
13603	7999	0
13603	11508	0
13603	7730	0
13603	70655	0
13603	11161	0
13604	3464	0
13604	12994	0
13604	10619	0
13604	42155	0
13604	9946	0
13604	2105	0
13604	11509	0
13604	9421	0
13604	1477	0
13604	8154	0
13604	11510	0
13604	13405	0
13604	11051	0
13604	7940	0
13604	11046	0
13604	12476	0
13604	1684	0
13604	1683	0
13604	3098	0
13605	12268	0
13605	12997	0
13605	7292	0
13605	2608	0
13605	7940	0
13605	8197	0
13605	42155	0
13605	8731	0
13605	8903	0
13605	47925	0
13605	58507	0
13605	4248	0
13605	6277	0
13606	42155	0
13606	1012	0
13606	66454	0
13606	11401	0
13606	1013	0
13606	9132	0
13606	6558	0
13606	10108	0
13606	57379	0
13607	45863	0
13607	42155	0
13607	3089	0
13607	6278	0
13607	4739	0
13607	9421	0
13607	51593	0
13607	2451	0
13607	53244	0
13607	5456	0
13608	966	0
13608	1798	0
13608	8269	0
13608	6274	0
13608	43562	0
13608	9566	0
13608	502	0
13608	9421	0
13608	42155	0
13608	3892	0
13608	8345	0
13608	6575	0
13608	45027	0
13608	8572	0
13609	10830	0
13609	7935	0
13609	63854	0
13609	99	0
13609	42155	0
13609	210	0
13609	6142	0
13609	13283	0
13610	42155	0
13610	9905	0
13610	3844	0
13610	7940	0
13610	9904	0
13610	4949	0
13610	11053	0
13610	11510	0
13610	10458	0
13610	2794	0
13611	42155	0
13611	7940	0
13611	3295	0
13611	7933	0
13611	3799	0
13611	58043	0
13611	12896	0
13611	12248	0
13611	11510	0
13611	4418	0
13611	10977	0
13612	9929	0
13612	7940	0
13612	4980	0
13612	42155	0
13612	1055	0
13612	4455	0
13612	9928	0
13612	8001	0
13612	4463	0
13613	7933	0
13613	4452	0
13613	5563	0
13613	9388	0
13613	42155	0
13613	1195	0
13613	58041	0
13613	9899	0
13613	5163	0
13614	8885	0
13614	2576	0
13614	10824	0
13614	42155	0
13614	60896	0
13614	6955	0
13614	5042	0
13614	2103	0
13615	42616	0
13615	5662	0
13615	12994	0
13615	45871	0
13615	10824	0
13615	42155	0
13615	3086	0
13615	12947	0
13615	9946	0
13615	52981	0
13615	8154	0
13616	42155	0
13616	45871	0
13616	9421	0
13616	3086	0
13616	694	0
13616	3098	0
13616	12486	0
13616	3297	0
13617	410	0
13617	7933	0
13617	45871	0
13617	42155	0
13617	11284	0
13617	9898	0
13617	2794	0
13618	64666	0
13618	13272	0
13618	7940	0
13618	62961	0
13618	1837	0
13618	12385	0
13618	10864	0
13618	7530	0
13618	42160	0
13618	12533	0
13618	9410	0
13619	49947	0
13619	12997	0
13619	10552	0
13619	2537	0
13619	7940	0
13619	64858	0
13619	53557	0
13619	42160	0
13619	11510	0
13619	9444	0
13619	3098	0
13619	10483	0
13619	7730	0
13619	9913	0
13620	3572	0
13620	8269	0
13620	42160	0
13620	12997	0
13620	45043	0
13620	10828	0
13620	61433	0
13620	2155	0
13620	11529	0
13620	5908	0
13621	2102	0
13621	8837	0
13621	49778	0
13621	5974	0
13621	4980	0
13621	13403	0
13621	49503	0
13621	9590	0
13621	42160	0
13621	1006	0
13621	10108	0
13622	2613	0
13622	68675	0
13622	6810	0
13622	60186	0
13622	10825	0
13622	10109	0
13622	65406	0
13622	5750	0
13622	4461	0
13622	42160	0
13622	11161	0
13622	10108	0
13622	1946	0
13623	60717	0
13623	7940	0
13623	8523	0
13623	4461	0
13623	42160	0
13623	6057	0
13623	11161	0
13624	59505	0
13624	46848	0
13624	9860	0
13624	8568	0
13624	12027	0
13624	8840	0
13624	43783	0
13624	11510	0
13624	9914	0
13624	42160	0
13624	9410	0
13624	2794	0
13625	10612	0
13625	8269	0
13625	68966	0
13625	42153	0
13625	9678	0
13625	3798	0
13625	7940	0
13625	6284	0
13625	10824	0
13625	12248	0
13625	11161	0
13625	3442	0
13625	2986	0
13626	9409	0
13626	11052	0
13626	68237	0
13626	42153	0
13626	500	0
13626	12997	0
13626	53704	0
13626	44529	0
13626	12254	0
13626	9046	0
13626	6809	0
13627	9409	0
13627	405	0
13627	42153	0
13627	59072	0
13627	55106	0
13627	8438	0
13627	7730	0
13627	6809	0
13627	2103	0
13627	11948	0
13627	7028	0
13628	42153	0
13628	6146	0
13628	7940	0
13628	43193	0
13628	3296	0
13628	11464	0
13628	8111	0
13628	3297	0
13629	37	0
13629	42153	0
13629	59072	0
13629	55106	0
13629	8195	0
13629	11126	0
13630	42153	0
13630	43193	0
13630	11162	0
13630	964	0
13630	3296	0
13630	9410	0
13630	3297	0
13631	8269	0
13631	248	0
13631	42153	0
13631	7940	0
13631	11510	0
13631	10864	0
13631	4455	0
13631	12245	0
13631	3297	0
13631	11161	0
13632	10364	0
13632	502	0
13632	10654	0
13632	3439	0
13632	42153	0
13632	13272	0
13632	7940	0
13632	10108	0
13632	1272	0
13632	7296	0
13632	3089	0
13632	8269	0
13632	3786	0
13632	8154	0
13632	13283	0
13632	9410	0
13632	401	0
13633	605	0
13633	3349	0
13633	7935	0
13633	9437	0
13633	7933	0
13633	42154	0
13633	67084	0
13633	9421	0
13633	11510	0
13633	65499	0
13633	2795	0
13633	5261	0
13633	3581	0
13634	9452	0
13634	3801	0
13634	8200	0
13634	42154	0
13634	79	0
13634	66064	0
13634	8269	0
13634	9444	0
13634	2715	0
13634	10366	0
13634	10108	0
13635	42154	0
13635	6623	0
13635	7940	0
13635	1997	0
13635	6557	0
13635	3582	0
13635	56982	0
13636	66448	0
13636	42154	0
13636	8269	0
13636	4983	0
13636	9165	0
13636	48737	0
13636	13000	0
13636	7935	0
13636	11056	0
13636	3474	0
13637	10612	0
13637	8269	0
13637	9437	0
13637	4474	0
13637	12538	0
13637	42154	0
13637	11510	0
13637	2981	0
13637	12254	0
13637	11161	0
13637	10615	0
13637	11051	0
13638	8855	0
13638	9421	0
13638	10612	0
13638	8269	0
13638	42154	0
13638	7935	0
13638	10136	0
13638	5908	0
13638	13000	0
13638	12911	0
13638	4455	0
13638	3528	0
13638	10108	0
13639	11794	0
13639	6341	0
13639	11795	0
13639	42154	0
13639	7935	0
13639	2075	0
13639	10612	0
13639	10824	0
13639	7214	0
13639	11510	0
13639	8367	0
13639	67084	0
13639	5699	0
13639	11793	0
13639	6340	0
13640	42154	0
13640	3340	0
13640	12048	0
13640	8689	0
13640	7935	0
13640	8435	0
13640	5579	0
13640	8269	0
13640	7999	0
13640	12997	0
13640	45939	0
13640	63347	0
13640	11161	0
13641	3996	0
13641	7130	0
13641	9109	0
13641	13403	0
13641	10108	0
13641	8720	0
13641	7237	0
13641	1684	0
13641	42149	0
13641	9410	0
13642	7459	0
13642	7236	0
13642	11039	0
13642	48538	0
13642	67693	0
13642	13403	0
13642	3081	0
13642	42149	0
13642	9046	0
13642	7529	0
13642	7235	0
13642	7933	0
13643	49314	0
13643	5215	0
13643	7940	0
13643	3920	0
13643	1684	0
13643	42149	0
13643	5178	0
13643	11788	0
13644	42149	0
13644	8269	0
13644	5979	0
13644	1771	0
13644	5195	0
13644	12476	0
13644	9421	0
13644	6549	0
13644	62381	0
13644	7290	0
13644	1839	0
13644	7622	0
13644	10108	0
13644	11161	0
13645	8269	0
13645	7231	0
13645	812	0
13645	210	0
13645	10824	0
13645	10108	0
13645	6339	0
13645	10137	0
13645	6002	0
13645	10130	0
13645	44466	0
13645	42149	0
13645	9352	0
13645	13397	0
13645	2081	0
13646	10830	0
13646	1998	0
13646	51992	0
13646	1010	0
13646	3074	0
13646	996	0
13646	8345	0
13646	42149	0
13646	10108	0
13647	7940	0
13647	6674	0
13647	5386	0
13647	3347	0
13647	9385	0
13647	98	0
13647	210	0
13647	42149	0
13647	12585	0
13647	3528	0
13647	10108	0
13648	8269	0
13648	4539	0
13648	7213	0
13648	6912	0
13648	11284	0
13648	3344	0
13648	143	0
13648	7730	0
13648	1839	0
13648	42149	0
13648	8468	0
13649	500	0
13649	6674	0
13649	442	0
13649	42149	0
13649	981	0
13650	13156	0
13650	8689	0
13650	7940	0
13650	7241	0
13650	7933	0
13650	5300	0
13650	11510	0
13650	42149	0
13650	9946	0
13650	12332	0
13651	42159	0
13651	10187	0
13651	5445	0
13652	1012	0
13652	7940	0
13652	5563	0
13652	12248	0
13652	11510	0
13652	964	0
13652	42159	0
13652	8166	0
13653	61804	0
13653	42159	0
13653	8468	0
13653	63902	0
13653	13022	0
13654	9946	0
13654	70481	0
13654	3795	0
13654	10824	0
13654	6344	0
13654	11510	0
13654	48305	0
13654	1684	0
13654	42159	0
13654	10218	0
13654	1683	0
13654	11058	0
13655	5388	0
13655	12994	0
13655	7940	0
13655	6658	0
13655	9577	0
13655	69278	0
13655	42159	0
13655	7535	0
13655	48253	0
13656	10105	0
13656	9409	0
13656	8269	0
13656	3505	0
13656	7934	0
13656	12105	0
13656	70481	0
13656	11510	0
13656	48305	0
13656	42159	0
13656	10108	0
13657	10822	0
13657	10612	0
13657	1685	0
13657	6659	0
13657	604	0
13657	7940	0
13657	12994	0
13657	61300	0
13657	42159	0
13657	55724	0
13658	8647	0
13658	960	0
13658	5236	0
13658	9421	0
13658	11510	0
13658	12997	0
13658	3098	0
13658	42159	0
13658	3982	0
13658	7387	0
13659	9132	0
13659	9946	0
13659	6681	0
13659	12994	0
13659	10485	0
13659	9421	0
13659	6189	0
13659	42159	0
13659	4316	0
13659	8203	0
13659	13021	0
13659	3474	0
13659	5164	0
13659	10108	0
13659	9855	0
13660	42151	0
13660	10552	0
13660	5655	0
13660	59087	0
13660	4327	0
13660	2537	0
13660	3350	0
13660	4329	0
13660	9421	0
13660	48657	0
13660	10108	0
13660	7832	0
13660	2794	0
13661	9860	0
13661	42151	0
13661	58777	0
13661	13403	0
13661	10108	0
13661	11055	0
13662	7935	0
13662	8269	0
13662	4628	0
13662	11053	0
13662	13403	0
13662	7934	0
13662	13000	0
13662	9850	0
13662	11510	0
13662	42198	0
13662	42159	0
13662	9410	0
13663	8166	0
13663	8003	0
13663	12994	0
13663	10996	0
13663	1668	0
13663	42159	0
13663	8906	0
13664	11694	0
13664	10825	0
13664	42151	0
13664	67850	0
13664	9421	0
13664	12026	0
13664	2726	0
13665	2981	0
13665	9437	0
13665	7933	0
13665	1010	0
13665	10923	0
13665	8566	0
13665	9909	0
13665	42738	0
13665	42159	0
13665	3982	0
13665	11566	0
13666	2981	0
13666	2323	0
13666	7933	0
13666	9421	0
13666	1459	0
13666	956	0
13666	10828	0
13666	42159	0
13666	7632	0
13667	11508	0
13667	6653	0
13667	3566	0
13667	51593	0
13667	10824	0
13667	11510	0
13667	65011	0
13667	13334	0
13667	42159	0
13667	9946	0
13667	5224	0
13667	11161	0
13668	67416	0
13668	3920	0
13668	3344	0
13668	6498	0
13668	42159	0
13668	9410	0
13668	6340	0
13669	1012	0
13669	13156	0
13669	7940	0
13669	3567	0
13669	11510	0
13669	10829	0
13669	12947	0
13669	4974	0
13669	42159	0
13669	7028	0
13669	3564	0
13670	7940	0
13670	965	0
13670	42159	0
13670	7029	0
13670	13087	0
13670	1052	0
13671	9421	0
13671	10825	0
13671	42151	0
13671	58777	0
13671	7922	0
13672	502	0
13672	5667	0
13672	501	0
13672	42155	0
13672	66253	0
13672	966	0
13672	10108	0
13673	8647	0
13673	10830	0
13673	7604	0
13673	1449	0
13673	172	0
13673	4353	0
13673	42155	0
13673	6645	0
13673	9564	0
13673	2451	0
13673	10108	0
13674	42155	0
13674	6679	0
13674	6676	0
13674	53743	0
13674	9421	0
13674	8566	0
13674	7730	0
13674	6709	0
13674	287	0
13674	8198	0
13674	6688	0
13675	42155	0
13675	8839	0
13675	8840	0
13675	9421	0
13675	6732	0
13675	9949	0
13675	57024	0
13675	2972	0
13675	6723	0
13675	2971	0
13675	64476	0
13676	42155	0
13676	6656	0
13676	11540	0
13677	42155	0
13677	58564	0
13677	8833	0
13677	63063	0
